Código;Grupo/Família (Abrev.);Nome do produto;Unidade;Preco_Unit;Cobre_kg;Aluminio_kg;PVC_kg;Skin_kg;Embalagem_kg;Peso_Total_kg
F121B;CABO ELETRICO AUTOFLEX;CABO ELETRICO FLEXIVEL 6,0MM PRETO AUTOFLEX* METRO [BOBINA];M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
F142B;CABO ELETRICO AUTOFLEX;CABO ELETRICO FLEXIVEL 6,0MM CINZA AUTOFLEX* METRO [BOBINA];M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PL007;CABO ELETRICO AUTOFLEX;CORDAO PARALELO 2X1,5MM BRANCO AUTOFLEX* 100M;RL;0.0;154.0;0.0;846.0;0.0;0.0;11023.0
PL007B;CABO ELETRICO AUTOFLEX;CORDAO PARALELO 2X1,5MM BRANCO AUTOFLEX* METRO (BOBINA);M;0.0;1.54;0.0;8.46;0.0;0.0;110.23
PL029;CABO ELETRICO AUTOFLEX;CORDAO PARALELO 2X1,5MM MARROM AUTOFLEX* 100M;RL;0.0;154.0;0.0;846.0;0.0;0.0;11023.0
PL008;CABO ELETRICO AUTOFLEX;CORDAO PARALELO 2X2,5MM BRANCO AUTOFLEX* 100M;RL;0.0;264.0;0.0;9962.0;0.0;0.0;14625.0
MO001;CABO ELETRICO IMPERIUM (TERCEIROS);SERVIÇO DE INDUSTRIALIZAÇÃO (IMPERIUM);KG;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2445;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 2x1,0 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2446;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 2x1,5 MM;M;0.0;1.54;0.0;8.46;0.0;0.0;110.23
2452;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 2x16 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2453;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 2x25 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2454;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 3x1,0 MM;M;1.8642e+16;179999999999999.97;0.0;3.96;0.0;0.0;5.76
2455;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 3x1,5 MM;M;3405.0;0.34;0.0;0.07;0.0;0.0;1.04
2456;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 3x2,5 MM;M;0.0;3.96;0.0;12.77;0.0;0.0;227.53
2457;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 3x4 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2462;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x1,0 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2463;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x1,5 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2464;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x2,5 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2465;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x4 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2466;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x6 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2467;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x10 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2472;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 5x2,5 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2473;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 6x1,0 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2474;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 6x1,5 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2475;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 6x2,5 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2476;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 7x1,0 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2477;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 7x1,5 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2523;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x4 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2524;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x6 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2525;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x10 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2526;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x16 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2527;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x25 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2696;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 2x1,0 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2701;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 2x10 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2702;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 2x16 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2703;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 2x25 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
